"","store_name","borough","year","store_address","latitude","longitude","type"
"486","VILLA TRINA FOOD CORP","Bronx",2020,"70 EAST 183RD ST",40.858247,-73.902387,"healthy store"
"487","48 Burnside Food Corp (Food Dynasty Supermarket)","Bronx",2022,"40 W Burnside Avenue",40.853839,-73.909077,"healthy store"
"488","58 Burnside Food Corp","Bronx",2022,"58 W Burnside Avenue",40.854163,-73.909767,"healthy store"
"489","151 E Tremont Food Corp (Compare Supermarket)","Bronx",2022,"151 E Tremont Avenue",40.8502,-73.906783,"healthy store"
"490","183 Food Market Corp (Food Universe Supermarket)","Bronx",2022,"60 W 183rd Street",40.85917,-73.906246,"healthy store"
"491","1029 Food Plaza Inc","Bronx",2022,"122 E 181 Street",40.854853,-73.903444,"healthy store"
"492","A B International Market Inc (African)","Bronx",2022,"2235 Jerome Avenue",40.857552,-73.904398,"healthy store"
"493","AD Food Corp (Antillana Supermarket)","Bronx",2022,"2285 Grand Concourse",40.857079,-73.900173,"healthy store"
"494","Bonoful Grocery Inc","Bronx",2022,"7 E 182nd Street",40.85726,-73.904293,"healthy store"
"495","Charisse And Christine Enterprise Ltd (C-Town)","Bronx",2022,"1750 University Avenue",40.849322,-73.917079,"healthy store"
"496","Fama Food Corp (C-Town)","Bronx",2022,"2276 Creston Avenue",40.857302,-73.901203,"healthy store"
"497","Franco Fruit And Vegetable","Bronx",2022,"121 E Burnside Avenue",40.853012,-73.905221,"healthy store"
"498","Los Castlillos Mini Market (Supermarket)","Bronx",2022,"1601 University Avenue",40.846977,-73.920465,"healthy store"
"499","Lenox & 132nd Food Corp.","Manhattan",2022,"424 West 135th Street",40.818092,-73.950161,"healthy store"
"500","Fine Fare Supermarket","Manhattan",2022,"48 Lenox Avenue",40.799552,-73.95145,"healthy store"
"501","Farida Halal African Market","Manhattan",2022,"2529 Frederick Douglas Blvd",40.816674,-73.946433,"healthy store"
"502","3 JS Deli Grocery INC.","Bronx",2023,"1098 Anderson Avenue",40.834714,-73.9253,"healthy store"
"503","53 JM Deli Grocery Corp","Bronx",2023,"53 West 167th Street",40.836139,-73.924626,"healthy store"
"504","152 VM Grocery Corp","Bronx",2023,"152 East 171 Street",40.84021,-73.91417,"healthy store"
"505","881 Stadium Food Corp","Bronx",2023,"881 Gerard Avenue",40.827924,-73.924704,"healthy store"
"506","1289 JC Deli Grocery Corp","Bronx",2023,"1289 Walton Avenue",40.837053,-73.917943,"healthy store"
"507","1296 Rivera Grocery Inc","Bronx",2023,"1296 Walton Avenue",40.83741,-73.917636,"healthy store"
"508","1434 Food CO LLC","Bronx",2023,"1434 Jerome Avenue",40.840986,-73.917132,"healthy store"
"509","1538 Deli Grocery Corp","Bronx",2023,"1538 University Avenue",40.845806,-73.921991,"healthy store"
"510","1605 Grocery and Deli Market Corp","Bronx",2023,"1605 Inwood Avenue",40.845574,-73.915309,"healthy store"
"511","Alra Corp","Bronx",2023,"1384 Nelson Avenue",40.841588,-73.922593,"healthy store"
"512","A&R Grocery  Deli Corp","Bronx",2023,"57 East 168th Street",40.836717,-73.919216,"healthy store"
"513","Barbara Deli Food Corp","Bronx",2023,"1027 Walton Avenue",40.830735,-73.922027,"healthy store"
"514","C & C Brothers of NY","Bronx",2023,"59 East 167th Street",40.835507,-73.920612,"healthy store"
"515","Deli Mini Market Corp","Bronx",2023,"1472 Inwood Avenue",40.842095,-73.917782,"healthy store"
"516","Daylan Deli Corp","Bronx",2023,"100 West 168th Street",40.838274,-73.924313,"healthy store"
"517","Eddie's Place African Market INC.","Bronx",2023,"5 East 167th Street",40.836013,-73.922075,"healthy store"
"518","Emporium Supermarket Corp","Bronx",2023,"148 East 170th Street",40.839055,-73.914663,"healthy store"
"519","Fredarlet Deli Grocery Corp","Bronx",2023,"1575 Walton Avenue",40.843196,-73.91336,"healthy store"
"520","La Mexicana Fruit and Grocery Corp","Bronx",2023,"1322 Jerome Avenue",40.838534,-73.918895,"healthy store"
"521","Lay Deli Grocery INC","Bronx",2023,"125 West 165 Street",40.834307,-73.928173,"healthy store"
"522","Leudy Deli Grocery Corp","Bronx",2023,"1310 Jerome Avenue",40.838303,-73.919091,"healthy store"
"523","L S Grocery Deli Inc.","Bronx",2023,"1388 Jesup Avenue",40.840915,-73.920978,"healthy store"
"524","Los Primos Mini Market Inc.","Bronx",2023,"1050 Woodycrest Avenue",40.833563,-73.927267,"healthy store"
"525","Miandav Food Corp","Bronx",2023,"1187 Jerome Avenue",40.835731,-73.922964,"healthy store"
"526","New Kuku's Market Corp","Bronx",2023,"111 East 167th Street",40.834957,-73.918994,"healthy store"
"527","Richard's Deli Grocery & Mex Product","Bronx",2023,"1356 Jerome Avenue",40.839272,-73.918371,"healthy store"
"528","San Jose Mini Market Corp","Bronx",2023,"1055 Walton Avenue",40.831564,-73.921538,"healthy store"
"529","Shakespeare Deli and Grocery Inc.","Bronx",2023,"1174 Shakespeare Avenue",40.835981,-73.923438,"healthy store"
"530","West 170st Deli Grocery Corp","Bronx",2023,"1346 Edward L Grant Highway",40.840531,-73.921604,"healthy store"
"531","Wanda RP Corp","Bronx",2023,"104 Elliot Place",40.838847,-73.916185,"healthy store"
"532","JLT 156 Food Corp (Bravo)","Bronx",2023,"156 West 170th Street",40.841408,-73.92466,"healthy store"
"533","La Dura Food Corp","Bronx",2023,"73 Featherbed Lane",40.846355,-73.917433,"healthy store"
"534","La Milagrosa","Bronx",2023,"1052 Gerard Avenue",40.831869,-73.922365,"healthy store"
"535","Nicky Deli","Bronx",2023,"1147 River Avenue",40.834399,-73.922088,"healthy store"
"536","711 Food Mart & Deli Corp","Brooklyn",2023,"711 Knickerbocker Avenue",40.694203,-73.910236,"healthy store"
"537","Mini Market","Brooklyn",2023,"716 Knickerbocker Avenue",40.694189,-73.91025,"healthy store"
"538","Your Deal Food Corp","Brooklyn",2023,"472 Wilson Avenue",40.692843,-73.911925,"healthy store"
"539","Linden & Wilson Corp","Brooklyn",2023,"338 Wilson Avenue",40.695765,-73.917053,"healthy store"
"540","King Central Deli Inc","Brooklyn",2023,"468 Central Avenue",40.692222,-73.914876,"healthy store"
"541","Banderas Food Corp","Brooklyn",2023,"388 Central Avenue",40.693973,-73.917946,"healthy store"
"542","La Cana Food Corp","Brooklyn",2023,"346 central Avenue",40.694987,-73.919737,"healthy store"
"543","Ranchadero Food Corp","Brooklyn",2023,"543 Evergreen Avenue",40.689908,-73.914807,"healthy store"
"544","Far Deli Corp","Brooklyn",2023,"560 Greene Avenue",40.688729,-73.948238,"healthy store"
"545","El Aguila Mini Market Corp","Brooklyn",2023,"1192 Gates Avenue",40.691959,-73.919629,"healthy store"
"546","Laziza Deli & Grocery Corp","Brooklyn",2023,"418 Evergreen Avenue",40.693084,-73.921871,"healthy store"
"547","Gm Bani Deli Grocery Corp","Brooklyn",2023,"311 Evergreen Avenue",40.694499,-73.924354,"healthy store"
"548","Salt & Pepper Deli & Grill Llc","Brooklyn",2023,"854 Bushwick Avenue",40.694154,-73.926525,"healthy store"
"549","Kev & J Grocery Inc","Brooklyn",2023,"1195 Bushwick Avenue",40.688433,-73.916251,"healthy store"
"550","Prince Broadway Deli Corp","Brooklyn",2023,"1432 Broadway",40.688141,-73.919706,"healthy store"
"551","Howard Natural Food Corp","Brooklyn",2023,"8 Howard Avenue",40.688516,-73.921126,"healthy store"
"552","1291 Food Corp","Brooklyn",2023,"1291 Broadway",40.69081,-73.924333,"healthy store"
"553","Tasty Gourmet And Deli Corp","Brooklyn",2023,"1060 Greene Avenue",40.691354,-73.925396,"healthy store"
"554","1165 Fresh Produce Corp","Brooklyn",2023,"1165 Broadway",40.692953,-73.928106,"healthy store"
"555","Best Deli And Grocery","Brooklyn",2023,"671 Bushwick Avenue",40.697504,-73.932591,"healthy store"
"556","Sunrise Deli & Grill Corp","Brooklyn",2023,"214 Central Avenue",40.697996,-73.924999,"healthy store"
"557","Jessica Deli Grocery Corp","Brooklyn",2023,"418 Jefferson Avenue",40.684342,-73.940778,"healthy store"
"558","Inlet Market Corp","Brooklyn",2023,"416 Monroe Street",40.686439,-73.942063,"healthy store"
"559","Healthy Organic Market Inc","Brooklyn",2023,"370 Throop Avenue",40.691515,-73.94265,"healthy store"
"560","Cee Food Corp","Brooklyn",2023,"844 Dekalb Avenue",40.692423,-73.942155,"healthy store"
"561","Pastrami Deli & Grocery Corp","Brooklyn",2023,"902 Dekalb Avenue",40.692702,-73.939736,"healthy store"
"562","Liam Deli Grocery Ny Corp","Brooklyn",2023,"892 Dekalb Avenue",40.692601,-73.940623,"healthy store"
"563","Awgarey Abdullah’s+A71:A94+A71:A94","Brooklyn",2023,"567 Jefferson Avenue",40.685022,-73.935008,"healthy store"
"564","Novatos Grocery Corp","Brooklyn",2023,"228 Lewis Avenue",40.688734,-73.936205,"healthy store"
"565","Ameer Gourmet Deli Corp","Brooklyn",2023,"209 Lewis Avenue",40.689288,-73.935996,"healthy store"
"566","Kings Gourmet Deli Inc","Brooklyn",2023,"144 Lewis Avenue",40.692028,-73.936866,"healthy store"
"567","Stuyvesant Deli Grocery Corp","Brooklyn",2023,"59 Stuyvesant Avenue",40.693937,-73.934232,"healthy store"
"568","Greene Market Inc","Brooklyn",2023,"137 Stuyvesant  Avenue",40.690538,-73.933553,"healthy store"
"569","Lewis Deli & Grocery Corp","Brooklyn",2023,"334 Lewis Avenue",40.684342,-73.935333,"healthy store"
"570","Good Times Deli & Grocery Corp","Brooklyn",2023,"857 Greene Avenue",40.690385,-73.933983,"healthy store"
"571","Jazlynn Deli Grocery Corp","Brooklyn",2023,"222 Stuyvesant Avenue",40.687387,-73.932947,"healthy store"
"572","Mechy Food Store Corp","Brooklyn",2023,"895 Gates Avenue",40.688623,-73.929744,"healthy store"
"573","Green Deli Mart Inc","Brooklyn",2023,"33 Patchen Avenue",40.691322,-73.927725,"healthy store"
"574","Patchen Deli Grocery Corp","Brooklyn",2023,"156 Patchen Avenue",40.686134,-73.926718,"healthy store"
"575","Patchen Gourmet Grill Corp","Brooklyn",2023,"139 Patchen Avenue",40.686815,-73.926829,"healthy store"
"576","107 Ralph Avenue Corp","Brooklyn",2023,"107 Ralph Avenue",40.686456,-73.923407,"healthy store"
"577","NYC Deli Food Corp","Brooklyn",2023,"87 Ralph Avenue",40.687189,-73.923554,"healthy store"
"578","World Health Juice Bar Deli 2 Corp","Brooklyn",2023,"48 Ralph Avenue",40.688649,-73.923866,"healthy store"
"579","960 Summer Deli Grocery Corp","Brooklyn",2023,"960 Dekalb Avenue",40.693024,-73.936962,"healthy store"
"580","200 Malcolm X Meat Corp","Brooklyn",2023,"200 Malcolm X BLVD",40.686578,-73.9298,"healthy store"
"581","Piggy  Meat Corp","Brooklyn",2023,"301 Marcus Garvey BLVD",40.687193,-73.938868,"healthy store"
"582","Natural And Organic Deli Corp","Brooklyn",2023,"1203 Myrtle Avenue",40.697358,-73.931971,"healthy store"
"583","Keita West African Market Inc","Brooklyn",2023,"1225 Broadway",40.691837,-73.926142,"healthy store"
"584","Organic Fresh Market Corps","Brooklyn",2023,"1440 Broadway",40.688051,-73.919544,"healthy store"
"585","Bissel Gardens Farmers' Market","Bronx",2016,"Baychester Ave & 241st St",40.90152793,-73.84693885,"farmer market"
"586","Bronx Borough Hall Greenmarket","Bronx",2016,"Grand Concourse bet 161st & 162nd Sts",40.82772964,-73.92223437,"farmer market"
"587","Friends of Van Cortlandt Park Amalgamated Housing Youth Farmstand","Bronx",2016,"Orloff Ave & Gale Pl ",40.88268166,-73.89010772,"farmer market"
"588","Harvest Home Co-op City Farmers' Market","Bronx",2016,"Asch Loop & Aldrich St.",40.87278628,-73.82615613,"farmer market"
"589","Harvest Home Hunts Point Market","Bronx",2016,"E 163rd St & Hunts Point Ave",40.82099409,-73.89161474,"farmer market"
"590","Harvest Home Jacobi Hospital Farmers' Market","Bronx",2016,"1400 Pelham Pkwy at Eastchester Rd",40.8574346,-73.84708009,"farmer market"
"591","Harvest Home Mt. Eden Farmers' Market","Bronx",2016,"Mt. Eden & Morris Aves",40.84276419,-73.9095888,"farmer market"
"592","Harvest Home North Central Bronx Farmers' Market","Bronx",2016,"Mosholu Pkwy & Jerome Ave",40.87887971,-73.88567667,"farmer market"
"593","Harvest Home Soundview Farmers' Market","Bronx",2016,"Morrison Ave & Harrod Pl",40.82905437,-73.87443772,"farmer market"
"594","Harvest Home St. Mary's Park Market","Bronx",2016,"149th St & St. Ann's Ave",40.81427663,-73.91295475,"farmer market"
"595","Harvest Home Sunday Farmers' Market","Bronx",2016,"Bronx Museum, E 165th St & Grand Concourse",40.83092328,-73.92046361,"farmer market"
"596","Kingsbridge-Riverdale Farmers' Market","Bronx",2016,"231st St at Kingsbridge Ave",40.87981525,-73.90657675,"farmer market"
"597","La Familia Verde Farmers' Market","Bronx",2016,"E Tremont Ave bet LaFontaine & Arthur Aves",40.84649501,-73.8943382,"farmer market"
"598","Learn It, Grow It, Eat It Youthmarket","Bronx",2016,"McKinley Sq at 169th St & Boston Rd",40.83115177,-73.90016595,"farmer market"
"599","Lincoln Hospital Greenmarket","Bronx",2016,"149th St bet Park & Morris Aves",40.81739612,-73.92275947,"farmer market"
"600","Mott Haven Farmers' Market ","Bronx",2016,"139th St & St. Ann's Ave, at Padre Plaza Success Garden",40.80751388,-73.91701657,"farmer market"
"601","New York Botanical Gardens Greenmarket","Bronx",2016,"Southern Blvd bet Mosholu Pkwy & Bedford Park Blvd",40.86804793,-73.87909687,"farmer market"
"602","Norwood Youthmarket","Bronx",2016,"E Gun Hill Rd & Dekalb Ave",40.88222844,-73.88045976,"farmer market"
"603","Parkchester Greenmarket","Bronx",2016,"Westchester Ave & White Plains Rd ",40.83305633,-73.86254119,"farmer market"
"604","Poe Park Greenmarket","Bronx",2016,"192nd St bet Grand Concourse & Valentine Ave",40.86422438,-73.89579595,"farmer market"
"605","Project EATS Montefiore Farmstand","Bronx",2016,"3011 Boston Rd",40.86976859,-73.8572479,"farmer market"
"606","Riverdale Y Sunday Farmers' Market","Bronx",2016,"MS/HS 141, Independence Ave bet 236th & 237th Sts",40.8883234,-73.91310735,"farmer market"
"607","Riverdale Youthmarket - ends in October","Bronx",2016,"256th St & Mosholu Ave",40.90387505,-73.90311352,"farmer market"
"608","South Bronx Farmers' Market","Bronx",2016,"138th St bet Willis & Alexander Aves",40.81006105,-73.92514495,"farmer market"
"609","Taqwa Community Farmers' Market","Bronx",2016,"90 West 164th St bet Ogden & Nelson Aves Ogden Aves",40.83292449,-73.92938696,"farmer market"
"610","Agape's Bounty","Brooklyn",2016,"8712 Glenwood Rd bet 87th & 88th St",40.64041841,-73.90965758,"farmer market"
"611","Bartel-Pritchard Square Greenmarket","Brooklyn",2016,"Prospect Park W at 15th St",40.66096396,-73.98020639,"farmer market"
"612","Bay Ridge Greenmarket","Brooklyn",2016,"3rd Ave & 95th St",40.61728571,-74.03358994,"farmer market"
"613","Bensonhurst Greenmarket","Brooklyn",2016,"18th Ave bet 81st & 82nd Sts",40.60966683,-73.99975579,"farmer market"
"614","Boro Park Greenmarket","Brooklyn",2016,"14th Ave bet 49th & 50th Sts",40.63370403,-73.98991701,"farmer market"
"615","Brooklyn Borough Hall Greenmarket","Brooklyn",2016,"Court & Montague Sts",40.69372964,-73.99045606,"farmer market"
"616","Brownsville Pitkin Avenue Youthmarket","Brooklyn",2016,"Pitkin Ave & Thomas Boyland St",40.66927183,-73.91355493,"farmer market"
"617","Brownsville Rockaway Youthmarket","Brooklyn",2016,"Rockaway & Livonia Aves",40.66256275,-73.90892112,"farmer market"
"618","Bushwick Farmers' Market at Maria Hernandez Park ","Brooklyn",2016,"Knickerbocker Ave & Starr St ",40.70281849,-73.9253916,"farmer market"
"619","Bushwick Farmers' Market on Broadway","Brooklyn",2016,"Halsey St & Broadway",40.68576938,-73.91550225,"farmer market"
"620","Carroll Gardens Greenmarket","Brooklyn",2016,"Carroll St bet Court & Smith Sts",40.68054952,-73.99465464,"farmer market"
"621","Cortelyou Greenmarket","Brooklyn",2016,"Cortelyou Rd bet Argyle & Rugby Rds",40.64083294,-73.9653021,"farmer market"
"622","Cypress Hills Youthmarket","Brooklyn",2016,"Fulton & Richmond Sts",40.68204661,-73.87786931,"farmer market"
"623","DUMBO Down to Earth Farmers' Market","Brooklyn",2016,"Pearl & Water Sts",40.70313843,-73.98759106,"farmer market"
"624","East New York Farm Stand","Brooklyn",2016,"New Lots Ave bet Alabama & Georgia Aves",40.6611343,-73.89469308,"farmer market"
"625","East New York Farmers' Market ","Brooklyn",2016,"Schenck Ave bet New Lots & Livonia Aves",40.6658587,-73.8866906,"farmer market"
"626","Edible Schoolyard NYC's Farm Stand at PS 216 (Sept-Nov only)","Brooklyn",2016,"Avenue X & East 1st St",40.5906565,-73.96929957,"farmer market"
"627","Flatbush Junction Youthmarket","Brooklyn",2016,"Nostrand & Flatbush Aves by subway entrance",40.63289384,-73.94769921,"farmer market"
"628","Fort Greene Park Greenmarket","Brooklyn",2016,"Washington Park bet DeKalb & Willoughby Aves",40.69171508,-73.97354058,"farmer market"
"629","Graham Avenue Farmers' Market","Brooklyn",2016,"Cook St & Graham Ave",40.7023534,-73.94238272,"farmer market"
"630","Grand Army Plaza Greenmarket","Brooklyn",2016,"Prospect Park W & Flatbush Ave ",40.67242371,-73.9701927,"farmer market"
"631","Greenpoint McCarren Park Greenmarket","Brooklyn",2016,"Union Ave bet Driggs Ave & N 12th St",40.71922733,-73.95247994,"farmer market"
"632","Harvest Home Cityline Farmers' Market","Brooklyn",2016,"Drew St bet 101 & Liberty Aves",40.67935962,-73.86335192,"farmer market"
"633","Harvest Home Clinton Hill Farmers' Market","Brooklyn",2016,"Lafayette bet Waverly & Washington Aves",40.68821896,-73.96582192,"farmer market"
"634","Harvest Home Coney Island Hospital Farmers' Market","Brooklyn",2016,"Ocean Pkwy bet Ave Z & Shore Pkwy",40.58656038,-73.96616917,"farmer market"
"635","Harvest Home Kings County Hospital Farmers' Market","Brooklyn",2016,"Clarkson Ave bet E 37th and E 38th Sts",40.65583545,-73.94335635,"farmer market"
"636","Harvest Home Marcy Park Farmers' Market","Brooklyn",2016,"Myrtle & Marcy Aves",40.69538491,-73.94920807,"farmer market"
"637","Hattie Carthan After Church Farmers' Market","Brooklyn",2016,"49 Van Buren St bet Tompkins & Throop Aves",40.6900437,-73.94355807,"farmer market"
"638","Hattie Carthan Community Farmers' Market","Brooklyn",2016,"Marcy Ave & Clifton Pl",40.68951881,-73.94804063,"farmer market"
"639","High School for Public Service Youth Farm Farmers' Market","Brooklyn",2016,"600 Kingston Ave bet Rutland Rd & Winthrop St",40.65890092,-73.94245989,"farmer market"
"640","Isabahlia Farm Stand","Brooklyn",2016,"Rockaway & Sutter Aves",40.66716393,-73.91009357,"farmer market"
"641","Isabahlia Farm Stand Winter Market (Nov-Dec only)","Brooklyn",2016,"New Lots Ave & Sackman St, inside greenhouse",40.65792927,-73.90188848,"farmer market"
"642","Isabahlia Farmers' Market","Brooklyn",2016,"Livonia Ave bet Powell & Junius Sts",40.66366549,-73.90145111,"farmer market"
"643","Kensington Youthmarket","Brooklyn",2016,"Ft. Hamilton Pkwy bet E 4th & E 5th Sts",40.64917445,-73.97660258,"farmer market"
"644","LIVE Market ","Brooklyn",2016,"Paerdegat Park, E 40th St bet Foster Ave & Farragut Rd",40.63920792,-73.93873318,"farmer market"
"645","Malcolm X Blvd Farmers' Market","Brooklyn",2016,"Malcolm X Blvd bet Marion & Chauncey Sts",40.68051375,-73.92857127,"farmer market"
"646","Marcy Plaza Community Farmers' Market","Brooklyn",2016,"Fulton St & Marcy Ave",40.68013369,-73.9459251,"farmer market"
"647","McGolrick Park's Down to Earth Farmers' Market","Brooklyn",2016,"Russel St & Nassau Ave, center of park",40.72562454,-73.94449844,"farmer market"
"648","Park Slope's Down to Earth Farmers' Market","Brooklyn",2016,"5th Ave & 4th St",40.67220165,-73.98378638,"farmer market"
"649","Parkside Plaza Greenmarket","Brooklyn",2016,"Parkside & Ocean Aves",40.65489064,-73.96188178,"farmer market"
"650","Pitkin Verde Farmers' Market","Brooklyn",2016,"2094 Pitkin Ave at Pennsylvania Ave",40.67198493,-73.89524914,"farmer market"
"651","Project EATS Brooklyn Museum Farm Market","Brooklyn",2016,"200 Eastern Parkway",40.67190876,-73.96337171,"farmer market"
"652","Project EATS Marcus Garvey Village Farm Market","Brooklyn",2016,"300 Chester St at Dumont Ave",40.66448525,-73.91038554,"farmer market"
"653","Red Hook Farmers' Market","Brooklyn",2016,"580 Columbia St",40.6722352,-74.01100736,"farmer market"
"654","Saratoga Youth Market","Brooklyn",2016,"Saratoga Ave & Fulton St",40.67858414,-73.91630091,"farmer market"
"655","Sunset Park Greenmarket","Brooklyn",2016,"4th Ave bet 59th & 60th Sts",40.64084493,-74.01843209,"farmer market"
"656","Urban Oasis Farmers' Market","Brooklyn",2016,"Clarkson & Troy Aves",40.65624918,-73.93668483,"farmer market"
"657","Williamsburg Greenmarket","Brooklyn",2016,"Taylor St & Lee Ave",40.70700548,-73.96136506,"farmer market"
"658","57th Street Greenmarket","Manhattan",2016,"57th St & 9th Ave",40.76792538,-73.98571616,"farmer market"
"659","79th Street Greenmarket","Manhattan",2016,"Columbus Ave bet 78th & 81st Sts",40.78325007,-73.97454056,"farmer market"
"660","82nd Street Greenmarket","Manhattan",2016,"82nd St bet 1st and York Aves ",40.77344836,-73.94895357,"farmer market"
"661","92nd Street Greenmarket","Manhattan",2016,"92nd St & 1st Ave",40.78132447,-73.94613107,"farmer market"
"662","97th Street Greenmarket","Manhattan",2016,"97th St bet Columbus & Amsterdam Aves",40.79474389,-73.96987361,"farmer market"
"663","125th Street FreshConnect Farmers' Market","Manhattan",2016,"125th St & Adam Clayton Powell Jr Blvd",40.80898137,-73.94832667,"farmer market"
"664","175th Street Greenmarket","Manhattan",2016,"175th St bet Wadsworth Ave & Broadway",40.84595574,-73.93781267,"farmer market"
"665","Abingdon Square Greenmarket","Manhattan",2016,"12th St & 8th Ave",40.73755554,-74.0048296,"farmer market"
"666","Bowling Green Greenmarket","Manhattan",2016,"Broadway & Battery Pl",40.70455726,-74.01429119,"farmer market"
"667","Broadway French Market","Manhattan",2016,"Broadway bet 35th & 36th Sts",40.75099661,-73.98774302,"farmer market"
"668","Chelsea's Down to Earth Farmers' Market","Manhattan",2016,"23rd Street between 8th and 9th Aves",40.74530132,-73.99848932,"farmer market"
"669","Chenchita's Community Garden","Manhattan",2016,"112th St & Madison Ave",40.79745827,-73.94670311,"farmer market"
"670","City Hall Greenmarket","Manhattan",2016,"Broadway & Chambers St",40.71417288,-74.00631047,"farmer market"
"671","Columbia University Greenmarket","Manhattan",2016,"Broadway bet 114th & 116th Sts",40.80801018,-73.96390007,"farmer market"
"672","Dag Hammarskjold Plaza Greenmarket","Manhattan",2016,"47th St & 2nd Ave",40.75300739,-73.96988887,"farmer market"
"673","El Barrio Youth Marqueta","Manhattan",2016,"116th St & Park Ave",40.7993148,-73.94323426,"farmer market"
"674","Fort Washington Greenmarket","Manhattan",2016,"168th St & Ft. Washington Ave",40.84216213,-73.94227971,"farmer market"
"675","Gouverneur Health Youthmarket","Manhattan",2016,"Madison St bet Clinton & Jefferson Sts",40.71291247,-73.98692913,"farmer market"
"676","Grass Roots Farmers' Market","Manhattan",2016,"145th St bet Edgecombe & Bradhurst Aves",40.82326784,-73.94292478,"farmer market"
"677","Hamilton Heights Green Youth Market","Manhattan",2016,"Amsterdam between 143rd & 144th Sts",40.82394844,-73.94855352,"farmer market"
"678","Harvest Home East Harlem Farmers' Market","Manhattan",2016,"104th St & 3rd Ave",40.79026109,-73.9456363,"farmer market"
"679","Harvest Home East River Farmers' market","Manhattan",2016,"1st Ave bet 108th & 109th Sts",40.79091383,-73.93913168,"farmer market"
"680","Harvest Home Harlem Hospital Farmers' Market","Manhattan",2016,"506 Lenox Ave between 135th & 137th Sts",40.81543807,-73.93997471,"farmer market"
"681","Harvest Home Lenox Ave Farmers' Market","Manhattan",2016,"Lenox Ave bet 117th & 118th Sts",40.80309427,-73.94897343,"farmer market"
"682","Harvest Home Metropolitan Farmers' Market","Manhattan",2016,"99th St & 3rd Ave",40.78712766,-73.94792473,"farmer market"
"683","Harvest Home West Harlem Farmers' Market","Manhattan",2016,"Broadway bet 137th & 138th Sts",40.82138997,-73.95413402,"farmer market"
"684","Inwood Park Greenmarket","Manhattan",2016,"Isham St bet Seaman Ave & Cooper St",40.86900872,-73.92032044,"farmer market"
"685","Lower East Side Youthmarket","Manhattan",2016,"Grand Ave bet Pitt & Willet Sts",40.71521773,-73.98425929,"farmer market"
"686","Morningside Park's Down to Earth Farmers' Market","Manhattan",2016,"110th St & Manhattan Ave",40.80116343,-73.95964893,"farmer market"
"687","Mount Sinai Hospital Greenmarket","Manhattan",2016,"99th St & Madison Ave",40.78917731,-73.95274419,"farmer market"
"688","Project EATS Frederick Douglas Houses Farmers' Market","Manhattan",2016,"100th St bet Amsterdam and Columbus Aves",40.79735361,-73.96798349,"farmer market"
"689","Project Harmony People's Market","Manhattan",2016,"122nd St bet 7th and 8th Aves",40.80824762,-73.95258616,"farmer market"
"690","PS 11 Farm Market","Manhattan",2016,"21st St bet 8th and 9th Aves",40.74521622,-74.00226784,"farmer market"
"691","PS 7 Farm Stand","Manhattan",2016,"119th St & Lexington Ave, in schoolyard",40.80056486,-73.94020642,"farmer market"
"692","Rockefeller Center Greenmarket","Manhattan",2016,"Rockefeller Plaza at 50th St",40.75907246,-73.97845183,"farmer market"
"693","SoHA Square Farmers' Market","Manhattan",2016,"117th St & St Nicholas Ave",40.80520462,-73.95481703,"farmer market"
"694","St. Mark's Church Greenmarket","Manhattan",2016,"10th St & 2nd Ave",40.72978449,-73.98681036,"farmer market"
"695","Staten Island Ferry Whitehall Terminal Greenmarket","Manhattan",2016,"4 South St, inside terminal",40.70164259,-74.01186697,"farmer market"
"696","Stuyvesant Town Greenmarket","Manhattan",2016,"14th St Loop bet 1st Ave & Ave A",40.73045054,-73.98034091,"farmer market"
"697","Sugar Hill Greenmarket","Manhattan",2016,"155th St & St Nicholas Ave",40.83090012,-73.94136802,"farmer market"
"698","Tompkins Square Greenmarket","Manhattan",2016,"7th St & Ave A",40.72606217,-73.98353516,"farmer market"
"699","Tribeca Greenmarket","Manhattan",2016,"Greenwich & Chambers Sts",40.7163107,-74.01096775,"farmer market"
"700","Tucker Square Greenmarket","Manhattan",2016,"66th St & Columbus Ave",40.77360915,-73.98157377,"farmer market"
"701","Union Square Greenmarket","Manhattan",2016,"17th St & Broadway",40.73714078,-73.99033077,"farmer market"
"702","Water Street Greenmarket","Manhattan",2016,"Water Street & Coenties Slip",40.70327588,-74.01034887,"farmer market"
"703","Astoria Greenmarket","Queens",2016,"14th St bet 31st Ave & 31st Rd",40.76826578,-73.93202594,"farmer market"
"704","Corona Greenmarket","Queens",2016,"Roosevelt Ave & 103rd St",40.74987737,-73.86272726,"farmer market"
"705","Culinary Kids Farm Rockaway","Queens",2016,"444 Beach 58th St & Beach Channel Dr",40.59450005,-73.78807882,"farmer market"
"706","Culinary Kids Farmers' Market (July - Sept only)","Queens",2016,"30-15 Seagirt Blvd",40.59596389,-73.76321033,"farmer market"
"707","Ditmars Park Youthmarket","Queens",2016,"Steinway St bet Ditmars Blvd & 23rd Ave",40.77286145,-73.90606247,"farmer market"
"708","Elmhurst Hospital Greenmarket","Queens",2016,"41st Ave bet 80th & 81st Sts",40.74589948,-73.88456233,"farmer market"
"709","Far Rockaway Youth Market","Queens",2016,"Beach 45th St & Beach Channel Dr ",40.59562006,-73.77655262,"farmer market"
"710","Forest Hills Greenmarket","Queens",2016,"Queens Blvd & 70th Ave",40.72188853,-73.84638618,"farmer market"
